timestamp,building,AQI,Temperature,Humidity,SO2,NOx,CO,Methane,Ammonia,CO2,Hydrogen,Benzene,LPG,Butane,Natural_Gas
01-01-2026 09:44,Anviksha,358,24.8,49,0.32,80.2,22.8,1299.6,12.6,755,167.1,3.18,244.4,55.1,532.2
01-01-2026 09:44,Anviksha,456,29.3,46,0.82,70.2,10.1,962.5,17.6,1291,30.7,2.11,370.2,269.5,647
01-01-2026 09:44,Anviksha,500,22.4,50,0.65,65.2,20.1,1817.6,18.6,1635,17.7,1.93,442.8,342,831
01-01-2026 09:44,Anviksha,500,31.5,47,0.64,37,10.2,407.8,38.2,1713,17.3,2.26,430.1,288.3,400.1
01-01-2026 09:44,Anviksha,319,27.7,44,0.45,10.5,27.3,369.4,2.7,977,91.7,2.51,97.3,151.7,746.2
01-01-2026 09:44,Anviksha,331,35.7,53,0.57,38.4,38.5,1186.2,8.2,762,82.9,4.48,432.1,57.6,496.3
01-01-2026 09:44,Anviksha,492,38.2,34,0.57,45.7,47.4,834.9,30.1,1291,75.3,1.27,219,234.8,225.3
01-01-2026 09:44,Anviksha,500,36.2,45,0.36,10.3,48.9,1315.7,5.1,1979,98.3,3.42,72.8,240.9,952.4
01-01-2026 09:44,Anviksha,265,22.4,65,0.62,17,24,1062.7,8.4,741,171.7,2.94,107.3,226.3,479.4
01-01-2026 09:44,Anviksha,403,38.9,39,0.13,48.5,7.1,971.9,10.5,1259,82.2,1.18,479.3,378.1,904.8
01-01-2026 09:44,Anviksha,500,34.4,43,0.63,77,41.4,781.2,9.6,1460,51.6,3.56,318.3,382.4,603.3
01-01-2026 09:44,Anviksha,351,37,68,1,85.3,18.6,1756.5,7.9,703,187.7,3.32,51.8,231.3,133.2
01-01-2026 09:44,Anviksha,404,25.6,38,0.56,34.3,48.4,1325.6,30.3,999,82.5,0.99,68.5,390.4,546.3
01-01-2026 09:45,Anviksha,500,29.4,71,0.7,81.7,13,1683.2,18.1,1794,195.6,0.75,421.2,171.4,880.3
